appName,link,tags
Legion TD 2 - Multiplayer Tower Defense,https://store.steampowered.com/app/469600/Legion_TD_2__Multiplayer_Tower_Defense,"Tower Defense,Multiplayer,Auto Battler,Strategy,Replay Value,PvP,Competitive,PvE,Online Co-Op,Co-op,Base Building,Resource Management,Fantasy,Sci-fi,Magic,3D,Mechs,Survival,2D,Medieval"
BONEWORKS,https://store.steampowered.com/app/823500/BONEWORKS,"VR,Physics,Action,Sandbox,Shooter,Singleplayer,Adventure,Puzzle,Great Soundtrack,First-Person,Simulation,Realistic,FPS,Indie,Violent,Horror,Parkour,Sci-fi,Gore,Funny"
Keep Talking and Nobody Explodes,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Asymmetric VR,Party Game,Action,Party,Atmospheric,Strategy"
Ravenswatch,https://store.steampowered.com/app/2071280/Ravenswatch,"Roguelite,Indie,Co-op,Action,Roguelike,Singleplayer,Action Roguelike,Difficult,Atmospheric,Online Co-Op,Early Access,Dark Fantasy,Adventure,Replay Value,Hack and Slash,Procedural Generation,Top-Down,Exploration,Dark,Fast-Paced"
Trine 2: Complete Story,https://store.steampowered.com/app/35720/Trine_2_Complete_Story,"Puzzle Platformer,Platformer,Adventure,Action,Beautiful,2D Platformer,Puzzle,Co-op,Fantasy,Indie,Online Co-Op,Local Co-Op,Multiplayer,Physics,Great Soundtrack,Singleplayer,Atmospheric,2D,RPG,Casual"
Undertale,https://store.steampowered.com/app/391540/Undertale,"Great Soundtrack,Story Rich,Choices Matter,Multiple Endings,Pixel Graphics,Funny,RPG,Singleplayer,Indie,Comedy,2D,Replay Value,Bullet Hell,Cute,Memes,Retro,Dark,Psychological Horror,Dating Sim,Horror"
Way of the Hunter,https://store.steampowered.com/app/1288320/Way_of_the_Hunter,"Adventure,Shooter,Hunting,Exploration,FPS,Realistic,3D,First-Person,Colorful,Nature,Relaxing,America,Open World,Stealth,Controller,Gun Customization,Singleplayer,Multiplayer,Co-op,Online Co-Op"
Endling - Extinction is Forever,https://store.steampowered.com/app/898890/Endling__Extinction_is_Forever,"Emotional,Adventure,Atmospheric,Indie,Survival,Cute,Nature,Simulation,Exploration,Singleplayer,Female Protagonist,Side Scroller,Drama,Dark,Dystopian,Stealth,Story Rich,Choices Matter,Colorful,Walking Simulator"
EVERSPACE™ 2,https://store.steampowered.com/app/1128920/EVERSPACE_2,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG"
Ultimate Admiral: Dreadnoughts,https://store.steampowered.com/app/1069660/Ultimate_Admiral_Dreadnoughts,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic"
Paragon: The Overprime,https://store.steampowered.com/app/1531430/Paragon_The_Overprime,"Early Access,Sci-fi,MOBA,Cinematic,Multiplayer,Third-Person Shooter,PvP,Hero Shooter,Third Person,eSports,Team-Based,3D,Arena Shooter,PvE,Tutorial,Action,Strategy,3D Fighter,Surreal,Character Customization"
Miners Settlement,https://store.steampowered.com/app/2373440/Miners_Settlement,"RPG,Idler,MMORPG,Dungeon Crawler,Clicker,Trading,Fantasy,Crafting,2D,Open World,Online Co-Op,Character Customization,PvE,Asynchronous Multiplayer,Inventory Management,Auto Battler,Pixel Graphics,Cooking,Colorful,Stylized"
Pixel Starships,https://store.steampowered.com/app/378760/Pixel_Starships,"Sci-fi,Pixel Graphics,Space,Strategy,2D,Indie,Massively Multiplayer,Building,4X,Early Access,Base Building,Anime,Free to Play,Multiplayer,Turn-Based Tactics,RPG,Strategy RPG,Wargame,Real Time Tactics,Post-apocalyptic"
Just Die Already,https://store.steampowered.com/app/979070/Just_Die_Already,"Open World,Sandbox,Multiplayer,Adventure,Simulation,Indie,Gore,Violent,Comedy,Funny,Shooter,Nudity,Online Co-Op,Co-op,Third Person,3D,Singleplayer,Sexual Content,Perma Death,Free to Play"
Backrooms: Escape Together,https://store.steampowered.com/app/2141730/Backrooms_Escape_Together,"Multiplayer,Psychological Horror,Mystery,Survival Horror,Horror,Atmospheric,Early Access,Realistic,Online Co-Op,Procedural Generation,First-Person,Casual,Adventure,Action,Co-op,Exploration,3D,Singleplayer,Action-Adventure,Sci-fi"
NARUTO TO BORUTO: SHINOBI STRIKER,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER,"Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA"
Takelings House Party,https://store.steampowered.com/app/868150/Takelings_House_Party,"4 Player Local,Asymmetric VR,Local Multiplayer,VR,Minigames,Funny,Comedy,Arcade,Lemmings,Casual,Indie,Early Access,Local Co-Op,Colorful,3D,Cartoony,Cute,Dark Comedy,Stealth,PvP"
Shadowverse CCG,https://store.steampowered.com/app/453480/Shadowverse_CCG,"Free to Play,Card Battler,Trading Card Game,Deckbuilding,Anime,Card Game,Strategy,Multiplayer,Sexual Content,Fantasy,Nudity,Turn-Based,Singleplayer,PvP,Competitive,Cute,Casual,RPG,Adventure,JRPG"
Old World,https://store.steampowered.com/app/597180/Old_World,"Strategy,Simulation,Grand Strategy,Historical,4X,Turn-Based Strategy,Tactical,Management,War,Sandbox,Turn-Based,Turn-Based Tactics,Singleplayer,Multiplayer,Co-op,Moddable,Military,Economy,Turn-Based Combat,Replay Value"
TRADER LIFE SIMULATOR,https://store.steampowered.com/app/1415660/TRADER_LIFE_SIMULATOR,"Simulation,Life Sim,Building,Driving,Realistic,Economy,Logic,Sandbox,Survival,Exploration,Open World,First-Person,FPS,Singleplayer,Indie,Physics,Education,VR,3D,Inventory Management"
Counter-Strike: Source,https://store.steampowered.com/app/240/CounterStrike_Source,"Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,eSports,Military,War,Strategy,Moddable,Singleplayer,Difficult,Atmospheric,Survival,Simulation,Sandbox"
Hardspace: Shipbreaker,https://store.steampowered.com/app/1161580/Hardspace_Shipbreaker,"Space,Sci-fi,Simulation,Physics,Singleplayer,Destruction,Sandbox,Puzzle,First-Person,Strategy,Space Sim,Early Access,Futuristic,Dystopian,Building,Open World,Procedural Generation,Action,Relaxing,Great Soundtrack"
Jagged Alliance 2 - Wildfire,https://store.steampowered.com/app/215930/Jagged_Alliance_2__Wildfire,"Strategy,RPG,Turn-Based Tactics,Turn-Based Strategy,Turn-Based,Tactical,Singleplayer,Isometric,Tactical RPG,Classic,Action"
Wolfpack,https://store.steampowered.com/app/490920/Wolfpack,"Simulation,Naval Combat,Submarine,World War II,Co-op,Early Access,Multiplayer,Underwater,Naval,Realistic,Singleplayer,Online Co-Op,First-Person,Historical,Military,War,Action,Atmospheric"
Castle Crashers®,https://store.steampowered.com/app/204360/Castle_Crashers,"2D,Online Co-Op,Funny,Beat 'em up,Hack and Slash,Co-op,Adventure,4 Player Local,Local Co-Op,Multiplayer,Local Multiplayer,Action,Singleplayer,Medieval,Cartoony,Cute,Comedy,RPG,Arcade,Casual"
Black Squad,https://store.steampowered.com/app/550650/Black_Squad,"Free to Play,FPS,Shooter,Multiplayer,Action,Early Access,First-Person,Military,PvP,Singleplayer,Co-op,War,Tactical,Massively Multiplayer,Team-Based,Violent,Open World,Strategy,Gore,Adventure"
Fernbus Simulator,https://store.steampowered.com/app/427100/Fernbus_Simulator,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Open World,Multiplayer,Moddable,First-Person,Atmospheric,Casual,Exploration,Physics,Relaxing,Management,Colorful,Replay Value,Adventure,Sexual Content,Story Rich"
Darkest Dungeon®,https://store.steampowered.com/app/262060/Darkest_Dungeon,"Turn-Based Combat,Dark Fantasy,Dungeon Crawler,Roguelike,RPG,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Strategy,Atmospheric,Dark,Indie,2D,Roguelite,Horror,Gothic,Fantasy,Kickstarter"
Gold Rush: The Game,https://store.steampowered.com/app/451340/Gold_Rush_The_Game,"Simulation,Mining,Singleplayer,Realistic,Open World,Indie,Driving,Sandbox,Economy,Building,First-Person,Exploration,Strategy,Management,Automobile Sim,Adventure,Funny,Relaxing,Casual,Difficult"
IdleOn - The Idle MMO,https://store.steampowered.com/app/1476970/IdleOn__The_Idle_MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE"
Torchlight: Infinite,https://store.steampowered.com/app/1974050/Torchlight_Infinite,"RPG,Hack and Slash,Loot,Action RPG,Action,Adventure,Combat,Dungeon Crawler,Action-Adventure,Multiplayer,Top-Down,Singleplayer,Drama,Fantasy,Free to Play,Story Rich,Character Customization,Time Travel,Co-op,Magic"
Mindustry,https://store.steampowered.com/app/1127400/Mindustry,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,PvE,Indie,PvP,Survival,Management,Action"
Five Nights at Freddy's 2,https://store.steampowered.com/app/332800/Five_Nights_at_Freddys_2,"Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,First-Person,Dark,Indie,Survival,Point & Click,Strategy,Atmospheric,Story Rich,Mystery,Fast-Paced,Resource Management,Jump Scare,Historical,Perma Death"
Trine Enchanted Edition,https://store.steampowered.com/app/35700/Trine_Enchanted_Edition,"Puzzle Platformer,Beautiful,Fantasy,Platformer,Physics,Action,Local Co-Op,Adventure,Puzzle,Great Soundtrack,Indie,Co-op,Online Co-Op,Singleplayer,Multiplayer,Atmospheric,Casual,Local Multiplayer,2D,Female Protagonist"
"Love, Money, Rock'n'Roll",https://store.steampowered.com/app/615530/Love_Money_RocknRoll,"Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy"
Panzar,https://store.steampowered.com/app/240320/Panzar,"Free to Play,Action,Multiplayer,Massively Multiplayer,RPG,PvP,Fantasy,Third Person,MOBA,Co-op,MMORPG,Gore,PvE,Open World,Survival,Crafting,Adventure,Nudity,Action RPG,Singleplayer"
Baldur's Gate: Enhanced Edition,https://store.steampowered.com/app/228280/Baldurs_Gate_Enhanced_Edition,"RPG,Fantasy,Dungeons & Dragons,Isometric,CRPG,Party-Based RPG,Real-Time with Pause,Singleplayer,Story Rich,Character Customization,Adventure,Old School,Co-op,Multiplayer,Magic,Online Co-Op,Action-Adventure,Remake,Atmospheric,Strategy"
Othercide,https://store.steampowered.com/app/798490/Othercide,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Female Protagonist,Roguelite,Dark Fantasy,Turn-Based,Dark,Tactical,Roguelike,Turn-Based Strategy,Horror,Gothic,Singleplayer,Difficult,Unforgiving,Atmospheric,Great Soundtrack,Perma Death"
Creepy Tale 3: Ingrid Penance,https://store.steampowered.com/app/1761780/Creepy_Tale_3_Ingrid_Penance,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
DRAGON BALL Z: KAKAROT,https://store.steampowered.com/app/851850/DRAGON_BALL_Z_KAKAROT,"Action,RPG,Anime,Open World,Multiplayer,Fighting,Singleplayer,Story Rich,Adventure,JRPG,Controller,Great Soundtrack,Action RPG,Beat 'em up,Fantasy,Dragons,Atmospheric,Difficult,Third Person,Character Customization"
Atlas Fallen,https://store.steampowered.com/app/1230530/Atlas_Fallen,"Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Demons,Fantasy,Online Co-Op,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,Story Rich,RPG"
,https://store.steampowered.com/sub/15407,
STASIS: BONE TOTEM,https://store.steampowered.com/app/1426010/STASIS_BONE_TOTEM,"Point & Click,Adventure,Isometric,Puzzle,Psychological Horror,2.5D,Story Rich,Horror,Sci-fi,Exploration,FMV,Submarine,Atmospheric,Conversation,Investigation,Cinematic,1980s,Survival Horror,Aliens,Singleplayer"
Destroyer: The U-Boat Hunter,https://store.steampowered.com/app/1272010/Destroyer_The_UBoat_Hunter,"Early Access,Simulation,Naval Combat,World War II,Military,Immersive Sim,Action,Real Time Tactics,Naval,RTS,War,Submarine,Tactical,3D,Historical,Combat,Wargame,Realistic,Singleplayer,Dynamic Narration"
Kingdom Eighties,https://store.steampowered.com/app/1956040/Kingdom_Eighties,"Singleplayer,Adventure,Sandbox,Fantasy,Colony Sim,Survival,Simulation,Base Building,City Builder,Indie,Procedural Generation,Difficult,Pixel Graphics,Economy,Sci-fi,Strategy,Action,Building,Tower Defense,Horses"
Cruelty Squad,https://store.steampowered.com/app/1388770/Cruelty_Squad,"Capitalism,Immersive Sim,Surreal,FPS,Psychological Horror,Cyberpunk,Shooter,Psychedelic,First-Person,Stealth,Lore-Rich,Dark Humor,Stylized,Dystopian,Action,Post-apocalyptic,Assassin,Tactical,Retro,Simulation"
Five Nights at Freddy's: Security Breach,https://store.steampowered.com/app/747660/Five_Nights_at_Freddys_Security_Breach,"Horror,Survival Horror,Singleplayer,Robots,Stealth,Multiple Endings,First-Person,Exploration,3D,Action,Adventure,Indie,Artificial Intelligence,Story Rich,Thriller,Action-Adventure,Colorful,Family Friendly,Cartoony,Atmospheric"
AEW: Fight Forever,https://store.steampowered.com/app/1913210/AEW_Fight_Forever,"Sports,3D Fighter,3D,Wrestling,Realistic,Atmospheric,PvP,Character Customization,Controller,Combat,Team-Based,Singleplayer,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Action,Violent,Arcade"
Black Mesa,https://store.steampowered.com/app/362890/Black_Mesa,"FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Shooter,Classic,Atmospheric,Story Rich,Great Soundtrack,Aliens,Adventure,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Gore"
Superliminal,https://store.steampowered.com/app/1049410/Superliminal,"Puzzle,First-Person,Narration,Surreal,Physics,Psychological,Singleplayer,Thriller,Story Rich,Adventure,Funny,Exploration,Psychedelic,3D Vision,Puzzle Platformer,Minimalist,Cinematic,Dark Humor,Colorful,Stylized"
FIVE NIGHTS AT FREDDY'S: HELP WANTED,https://store.steampowered.com/app/732690/FIVE_NIGHTS_AT_FREDDYS_HELP_WANTED,"Horror,VR,Singleplayer,Survival Horror,Robots,First-Person,Action,Psychological Horror,Dark,Survival,Casual,Atmospheric,Difficult,Puzzle,Story Rich,Indie,Strategy,Funny,Adventure,Family Friendly"
Aliens: Fireteam Elite,https://store.steampowered.com/app/1549970/Aliens_Fireteam_Elite,"Co-op,Shooter,Aliens,Action,Horror,Character Customization,Third-Person Shooter,Survival,Online Co-Op,Sci-fi,Survival Horror,Space,Atmospheric,RPG,Third Person,Multiplayer,PvE,Controller,Singleplayer,Co-op Campaign"
KARDS - The WW2 Card Game,https://store.steampowered.com/app/544810/KARDS__The_WW2_Card_Game,"Free to Play,Card Game,World War II,Trading Card Game,Wargame,Board Game,Turn-Based Strategy,PvP,Strategy,Top-Down,Turn-Based Combat,Tanks,Deckbuilding,Historical,Casual,Realistic,Multiplayer,Military,War,Singleplayer"
Torchlight: Infinite,https://store.steampowered.com/app/1974050/Torchlight_Infinite,"RPG,Hack and Slash,Loot,Action RPG,Action,Adventure,Combat,Dungeon Crawler,Action-Adventure,Multiplayer,Top-Down,Singleplayer,Drama,Fantasy,Free to Play,Story Rich,Character Customization,Time Travel,Co-op,Magic"
Left 4 Dead,https://store.steampowered.com/app/500/Left_4_Dead,"Zombies,Co-op,Multiplayer,FPS,Action,Horror,Shooter,Online Co-Op,Survival,Team-Based,First-Person,Post-apocalyptic,Singleplayer,Atmospheric,Adventure,Moddable,Tactical,Replay Value,Competitive,Female Protagonist"
Do Not Feed the Monkeys 2099,https://store.steampowered.com/app/1964040/Do_Not_Feed_the_Monkeys_2099,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content"
Solasta: Crown of the Magister,https://store.steampowered.com/app/1096530/Solasta_Crown_of_the_Magister,"Co-op Campaign,Isometric,Multiplayer,RPG,Character Customization,Co-op,Choices Matter,Fantasy,Story Rich,CRPG,Class-Based,Singleplayer,Dungeons & Dragons,Stealth,PvE,Adventure,Party-Based RPG,Team-Based,Combat,Strategy RPG"
World War 3,https://store.steampowered.com/app/674020/World_War_3,"FPS,Multiplayer,Shooter,Military,Tactical,War,PvP,Modern,Action,Team-Based,Realistic,Combat,First-Person,Character Customization,Gun Customization,Early Access,Atmospheric,Physics,3D,Vehicular Combat"
SpaceEngine,https://store.steampowered.com/app/314650/SpaceEngine,"Early Access,Open World,Casual,Sandbox,Space,Sci-fi,Space Sim,Education,Realistic,Indie,Relaxing,Science,Atmospheric,Simulation,Colorful,Singleplayer,Procedural Generation,Exploration,Flight,3D"
IdleOn - The Idle MMO,https://store.steampowered.com/app/1476970/IdleOn__The_Idle_MMO,"Idler,Management,Pixel Graphics,MMORPG,Crafting,RPG,Clicker,Resource Management,Sandbox,Massively Multiplayer,Casual,Simulation,Indie,Free to Play,Multiplayer,Character Customization,Early Access,Old School,Anime,PvE"
Potion Permit,https://store.steampowered.com/app/1337760/Potion_Permit,"Singleplayer,Colorful,JRPG,Pixel Graphics,Life Sim,Cozy,Dating Sim,Crafting,Adventure,Wholesome,Relaxing,Casual,Simulation,Fishing,Character Customization,RPG,Action RPG,Cute,Action-Adventure,2D"
FRONT MISSION 1st: Remake,https://store.steampowered.com/app/2399730/FRONT_MISSION_1st_Remake,"Strategy,Turn-Based Strategy,RPG,Mechs,Futuristic,Remake,3D,Realistic,Management,Sci-fi,Singleplayer,Turn-Based Tactics,Action,Military,Tactical,Tanks,Post-apocalyptic,JRPG,Funny,Robots"
,https://store.steampowered.com/sub/469,
Dawn of Man,https://store.steampowered.com/app/858810/Dawn_of_Man,"City Builder,Colony Sim,Strategy,Survival,Simulation,Historical,Sandbox,Singleplayer,Economy,Open World,Indie,Choices Matter,RTS,Story Rich,Destruction,Multiplayer,Nudity,Resource Management,Management,Political"
"Flashing Lights: Police, Firefighting, Emergency Services Simulator",https://store.steampowered.com/app/605740/Flashing_Lights_Police_Firefighting_Emergency_Services_Simulator,"Third Person,Open World,Simulation,Action,Moddable,Driving,Early Access,Job Simulator,Mod,Third-Person Shooter,RPG,Shooter,Multiplayer,Online Co-Op,Tactical,Detective,Co-op,Sandbox,FPS,First-Person"
The Dark Pictures Anthology: Man of Medan,https://store.steampowered.com/app/939850/The_Dark_Pictures_Anthology_Man_of_Medan,"Choices Matter,Horror,Co-op,Adventure,Multiplayer,Cinematic,Story Rich,Gore,Violent,Singleplayer,Atmospheric,Survival Horror,Quick-Time Events,Psychological Horror,Third Person,Local Multiplayer,Action,Nudity,Sexual Content,Female Protagonist"
Timberborn,https://store.steampowered.com/app/1062090/Timberborn,"Early Access,City Builder,Colony Sim,Base Building,Survival,Building,Management,Resource Management,Automation,Sandbox,Economy,Singleplayer,Post-apocalyptic,Agriculture,Strategy,Level Editor,3D,Science,Top-Down,Voxel"
Doki Doki Literature Club Plus!,https://store.steampowered.com/app/1388880/Doki_Doki_Literature_Club_Plus,"Psychological Horror,Visual Novel,Anime,Dating Sim,Sexual Content,Cute,Romance,Story Rich,Multiple Endings,Gore,Singleplayer,2D,Interactive Fiction,Violent,Text-Based,Conversation,Dark Humor,Casual,Indie,Choose Your Own Adventure"
WAVESHAPER,https://store.steampowered.com/app/562260/WAVESHAPER,"Casual,Action,Indie,2D,Minimalist,Score Attack,Runner,Difficult"
Lunch Lady,https://store.steampowered.com/app/1571440/Lunch_Lady,"Horror,Online Co-Op,Multiplayer,Co-op,Survival Horror,Dark,Psychological Horror,Procedural Generation,Action,Choices Matter,Team-Based,Exploration,FPS,Collectathon,PvE,First-Person,Walking Simulator,Action-Adventure,Nonlinear,Supernatural"
The Life and Suffering of Sir Brante,https://store.steampowered.com/app/1272160/The_Life_and_Suffering_of_Sir_Brante,"Choices Matter,RPG,Story Rich,Interactive Fiction,Choose Your Own Adventure,Visual Novel,Indie,Text-Based,Adventure,Simulation,Medieval,Singleplayer,Atmospheric,Strategy,Replay Value,Dark Fantasy,Violent,Management,2D,Tabletop"
Occupy Mars: The Game,https://store.steampowered.com/app/758690/Occupy_Mars_The_Game,"Resource Management,Space,Survival,Open World,Base Building,Simulation,Mars,Building,Crafting,Sci-fi,Sandbox,Exploration,First-Person,Singleplayer,Indie,Co-op,Early Access,Online Co-Op,FPS,Atmospheric"
Hotline Miami 2: Wrong Number,https://store.steampowered.com/app/274170/Hotline_Miami_2_Wrong_Number,"Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's"
Enter the Gungeon,https://store.steampowered.com/app/311690/Enter_the_Gungeon,"Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
Chaos on Deponia,https://store.steampowered.com/app/220740/Chaos_on_Deponia,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Great Soundtrack,2D,Escape Room,Dark Humor,Hand-drawn,Steampunk,Retro,Classic,Sci-fi,Atmospheric"
Wildermyth,https://store.steampowered.com/app/763890/Wildermyth,"Party-Based RPG,Choices Matter,Story Rich,Turn-Based Tactics,Character Customization,Procedural Generation,Fantasy,Tactical RPG,Roguelite,Hand-drawn,Turn-Based Strategy,Emotional,RPG,Turn-Based,Comic Book,Moddable,Indie,Strategy,Singleplayer,2.5D"
Fury Unleashed,https://store.steampowered.com/app/465200/Fury_Unleashed,"Replay Value,Roguelike,Fast-Paced,Difficult,Online Co-Op,Old School,Shooter,Platformer,Local Multiplayer,2D,2D Platformer,Perma Death,Roguelite,Side Scroller,Co-op,RPG,Local Co-Op,Combat,Multiplayer,Action"
Stronghold Crusader 2,https://store.steampowered.com/app/232890/Stronghold_Crusader_2,"Strategy,Medieval,City Builder,RTS,Multiplayer,Simulation,Historical,Co-op,Building,Classic,Singleplayer,Resource Management,Atmospheric,Sandbox,Action,Tactical,Open World,Adventure,Survival,Indie"
Sifu,https://store.steampowered.com/app/2138710/Sifu,"Action,Beat 'em up,Martial Arts,Difficult,Third Person,Singleplayer,Crime,Souls-like,Swordplay,Blood,Indie,Dark,Action Roguelike,Dark Fantasy,War,Action RPG,Hack and Slash,Action-Adventure,Arcade,Fighting"
Songs of Conquest,https://store.steampowered.com/app/867210/Songs_of_Conquest,"Early Access,Strategy,Turn-Based Strategy,Adventure,Turn-Based Combat,Pixel Graphics,Turn-Based Tactics,Fantasy,Strategy RPG,Atmospheric,Old School,Singleplayer,Story Rich,Multiplayer,Tactical RPG,Tactical,PvP,Online Co-Op,2.5D,Local Multiplayer"
Hitman: Absolution™,https://store.steampowered.com/app/203140/Hitman_Absolution,"Stealth,Action,Third Person,Assassin,Singleplayer,Third-Person Shooter,Tactical,Shooter,Replay Value,Crime,Story Rich,Multiplayer,Cinematic,Difficult,Atmospheric,Adventure,Strategy,Score Attack,Linear,Controller"
POLYGON,https://store.steampowered.com/app/1241100/POLYGON,"FPS,Free to Play,Shooter,Multiplayer,Military,First-Person,Tactical,War,Action,Team-Based,PvP,Gun Customization,Massively Multiplayer,Competitive,Character Customization,Stylized,Indie,Early Access,Atmospheric,Colorful"
ATLAS,https://store.steampowered.com/app/834910/ATLAS,"Survival,Open World,Pirates,Sailing,Adventure,Massively Multiplayer,Crafting,Naval Combat,Early Access,Online Co-Op,RPG,Multiplayer,MMORPG,Exploration,Sandbox,Base Building,Action,PvP,Co-op,PvE"
Blade and Sorcery,https://store.steampowered.com/app/629730/Blade_and_Sorcery,"VR,Swordplay,Action,Moddable,Gore,Violent,Magic,Sandbox,Simulation,Physics,Medieval,Fighting,First-Person,Singleplayer,Fantasy,Adventure,Early Access,RPG,Indie,Games Workshop"
KurtzPel,https://store.steampowered.com/app/844870/KurtzPel,"Anime,Free to Play,Character Customization,Multiplayer,Action,PvP,Fantasy,Fighting,Third Person,Co-op,Massively Multiplayer,Sexual Content,PvE,Early Access,Online Co-Op,Character Action Game,Hack and Slash,Competitive,Controller,Beat 'em up"
Pacify,https://store.steampowered.com/app/967050/Pacify,"Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Sexual Content,Puzzle,Casual,Atmospheric,PvP"
Last Epoch,https://store.steampowered.com/app/899770/Last_Epoch,"Action RPG,Hack and Slash,RPG,Loot,Isometric,Action,Early Access,Adventure,Indie,Multiplayer,Gore,Dungeon Crawler,Violent,Singleplayer,Top-Down,Character Customization,Fantasy,Co-op,Time Travel,Magic"
Infinite Lagrange,https://store.steampowered.com/app/1755920/Infinite_Lagrange,"Strategy,Massively Multiplayer,Simulation,Space,3D,Base Building,Multiplayer,Space Sim,MOBA,Free to Play"
I Am Fish,https://store.steampowered.com/app/1472560/I_Am_Fish,"Adventure,Simulation,Physics,3D Platformer,Cartoon,Difficult,Precision Platformer,Cute,3D,Colorful,Fishing,Third Person,Comedy,Platformer,Funny,Dark Humor,Singleplayer,Story Rich,Controller,Replay Value"
Eternal Return,https://store.steampowered.com/app/1049590/Eternal_Return,"Free to Play,Anime,MOBA,Survival,Multiplayer,PvP,Top-Down,Combat,Crafting,Strategy,Tactical,Action,3D,Character Customization,Indie,Early Access,Experimental,Point & Click,MMORPG,Sexual Content"
Gothic 1,https://store.steampowered.com/app/65540/Gothic_1,"RPG,Open World,Classic,Atmospheric,Singleplayer,Fantasy,Gothic,Third Person,Action,Medieval,Adventure,Story Rich,Dark Fantasy,Magic,Great Soundtrack,Action RPG,Retro,Difficult,Choices Matter,Nostalgia"
Rebel Inc: Escalation,https://store.steampowered.com/app/1088790/Rebel_Inc_Escalation,"Strategy,Simulation,Casual,Political Sim,Indie,Military,Political,War,Management,Tactical,Diplomacy,Singleplayer,Realistic,Real-Time with Pause,RTS,Addictive,Replay Value,Sandbox,Great Soundtrack,Economy"
Milk outside a bag of milk outside a bag of milk,https://store.steampowered.com/app/1604000/Milk_outside_a_bag_of_milk_outside_a_bag_of_milk,"Psychological Horror,Visual Novel,Psychedelic,Pixel Graphics,Story Rich,Abstract,2D,Multiple Endings,Indie,Text-Based,Psychological,Singleplayer,Horror,Surreal,Anime,Great Soundtrack,Female Protagonist,Casual,Choices Matter,Point & Click"
TerraTech,https://store.steampowered.com/app/285920/TerraTech,"Building,Sandbox,Open World,Open World Survival Craft,Multiplayer,Robots,Crafting,Action,Survival,Adventure,Singleplayer,Exploration,Strategy,Early Access,Indie,Physics,Third Person,Shooter,Co-op,Sci-fi"
